id,contention_id,supports,premise_count
0097feb44ddf4ef60eb05af8e93f972c9148cb04dc0ddb0de3c01ef492728d47,5ebbf950b5f5d60b6787a30b90b6f9ec44571fb14eddc82f8cce8007cb7cf7fd,t,3
0098a36570af6ca9afeb07b3cdde207b4b5cd8c66e246fdc6eacabe6c7f42d63,78dd4d342c0e8ffc1da60fdf4c60db5924788583e9e615bf8feca7d4ce5d0caa,f,1
009b5df5d8b386dda9c90972bd7a112dc8348d0fadae84edf4fc184868d5031e,a95fc478ceee5a0252684501a9efa79c72f829901e47703d22f16e5f859e4180,f,1
00a6a5d0a5a82678cff19e4b8aee275d228d514cec9d97e87e7a5f61a39e8c39,ea503f0280185fc777db6097e55ad402b29059adebe182350c7dcb55d4aff23a,f,2
00b9cdeafa2fcbcf0e7406c908d55df01cb974467bf1227952bbdfa4dde6836c,a258a79c1adcf661d99280c39f6d6b5ba98d4ef4c5b4d8bf6302b3549e743385,t,2
00df859e8bbf1541bf128c4b1f8b044bf2adcf8226cd8075877cd505ccd0545f,56c52ce24bb4b15877c4bbc051649b8bb2922cd3791802684e627556434a3748,f,3
01952f56085ecdac7619eb01cadc4b689a2563cde0263f4afdf28467022e0291,f7580d72adc8d44016d432a45822f9ad9111fc9153a03d4c1d45df0b22496c2a,f,1
01e80bd447309704f1f65be1013684af58d3e66c36958db12a5a567e5f085589,7b7859400cbb08f9124bbe8b0790749cddba4ab9ccd4ab9b16e23dc053aff898,f,1
020312487617d83dea5688457889e151e679156251f791549feaccf72c38a1b1,2d39a3fc5a92442b0e3001a2a481947c8ac157289c2b58344ffa7464a079f001,t,3
0211c369ebe35ce4ca1dedbeaaf6df57be6f014f8978d392e5f77580c7da47b4,4bbf739fac121978a9b21aa6760c8c5312d6b9cddc569779874ab877b55af299,t,1
0219a6206f8ced55061eb7bfe7f4b806082be5fc36a093b4768e40ce615b7b2a,1c3b4827854b0c6f2eb9ea842acd46d3c2761cb2360822fad203a24839b00586,t,3
028539d05e3d58b09faaff63a9a9eaac2e74f8331ef6682d35d1ea5954be96c0,e42ad0ef024cc35736988b1996ca1dda2aa29733d4ea615b7502f04efad9bc34,t,1
02aa0e86325f44183e5114c6461adf9c6e9324b0717dcae2b4298c3457d5b9a7,ab18f35298c4ddfc71b48eacb4c9c04105b735e081772578e9055e05789282ee,t,2
02beffab4222de0408bd8f361835db6a5afbdee423d9ce3e977798fa7fd719a9,9a099abe6a08a70c29732d34c7c068f2b0f4f929eeea0c98ba5a3485c16fe20a,t,1
02cbe8586c8f32eefacc922dc842803bc38e69acb668cbfd971251e2462d0b94,27b248480f3327b581e4f23f8a4f62ee3ee24bc3d484f306f2fee8eb9242ca5c,f,1
03692005783aa2f576094c7891f5b0e77fd1c24b8696a3ba64b73c38181fc72d,9adb8b806123dad1996ec295b7a0faf7853e232b9a3bac920c7643170ff0fa96,t,1
0412a85861b418b0b29a18f079280e88f06a17c2fd4170245e72de32a512b2bd,9ff14d7b2644e9cc7d9ad9f1e8d2703538d79f8048dcd849497dfd1019fef279,f,2
0417940ba3bd9e6aaa0169fd3bb1c8f7efe0f9a3c1e6fa7d2b983e9d15b643c8,a2be1519015b2c8db188d6d0cdf5ae9d5dce06e3e82c741e44b070d2dd7b358f,f,1
042cf09e13c7e8779cb2ef5a2f1255bb8eb54b717576cd2c570f8f50de0fedf8,59185001341753d8940d3bbdf8ea0777058698a6fe84ab168479ac8ada9b984c,f,1
043488019e555e3cd056493b2fe4778e532b5ba15902faf78059ceb06255cea2,cad53d0139fa1752a3990f57f00878368df1c12a70b2e5a380ad807c61564540,f,3
0446c66fc70f8fde63d8ccae05c108080e1020d42eb55bb937feea2b443d0e4a,f2a8ce2c43d6819f01df946ea6ed855d5000ff819f029a384813b4e756e9960a,t,1
044c0f821292c6aa78f14668cb894919f9ddd679ab143184f844fddebf8f47e6,17db8a27de6a2a1b3f3b30a18f7b9af2a8b194bc045479f4cc3ca8e4621292de,f,2
04f85950097d6f6db2fbe43d9bcdd3c0de8b2826b8a0116515e2bb6aafe7b501,3b123e1e6edc1a8ca003f4230aa666febbbbf313cd9d60d25cb9bcdb98fb719a,f,1
0658bef08d3e67246a73e2b476f22d63b1a89171e2021671a909f486f90b04f3,06cae369e75300c62a143b062fa3fe40f9f9ce94f8d573abab6f92026f1d1f15,t,4
06850a5b8818254fb512bba08c453d248a0e27b1dfb8a403806e2210594359e1,6b88d0c9ba22be1ba99a5249021b5de7a7050f0f3df897b11298f0ba2753685b,t,1
06d3e5a5c41f47fd947480920670e54a142f0a4c2bb63e395e809df3136062c2,3d2d34b5dcf730bcb7778aea0c53c498c53d1e6460ab3575876faef88e64652b,f,1
074a3a35204d336842990b4d5acc096ef0405082dde1321f7aca63438fab7679,ea254e9fe9b022cf4d52345cdf57f8190d838059d123d1ed2856edb21d55065c,t,2
076623e524707e1fee6b0b53b758e3fc9a874f1e3f3f5376ce5528dd6d773914,63b25d7b024c6154cf9bf453908c88afd45c01b69974f94805873defcab7d0f0,f,1
07dbcda5df4f27bcf7c1dcf22181113cf3bb7f0fbd17f9b87a5b31e2a41e2582,91e3fdfa72e6014288b341c812342dd58f33474cfb5a0c32aa467084d7c43e6d,f,4
07ed38573de25e5cc81b03c2a6fe2f287953017808e28461bb85fe6462b738b0,49b22eb7524ce704800ee713ca6a4d6c52b5fd7bcbe1eebf95fa87086ca562f7,f,5
083806ddfa7b968f63fa0183f76277a664e56ebca0804242893eb58fead20805,654c2ec12eb6f06724d6b01e73f1996d4c795bf9002287dd857ef60368e67764,t,2
08e0de7998453edfa6f0a3f4475133a1fd90f2649d581c2a33053fa7f3f4d403,91e3fdfa72e6014288b341c812342dd58f33474cfb5a0c32aa467084d7c43e6d,t,2
09372ed72511129c205a47c8c02f50cfbb4f00a9cfb6c88bbdc42c5dffeae9a6,4c90a50514437edf6aad8c511a3bdc626b8a2f73de4b54a7c5cea99714fc8508,f,1
0948b0877ef247eb9065c94e5d45c4deb7bcecb90206ccb22803c348d8d0dc3e,af8e75f81a14cf9a9745c6d771fbb1b68a3eaabd60bb65c4a69826fd4e4b62c4,t,2
09701e1d85812e0911eb5dec2f22c9acb3712f6ac59b4158485137ab3cebf930,d51dfad51e1ed2757617bc7960b5305be5ae4d359fd6e80193c6751788dad13d,f,1
09a2ec39ccd388013e79bc3b296db504170ddfa9ce8b77b1156c574ecb541866,0db27e81923c0ab228677d75e31554e9d2ccbd7f8a6ee7a909f880050f6e26f5,f,1
09fa99e982762ca8b3001d13d134a88dce069f9e9d980ed8423fbc73b4610177,078b90637cd4b8069234e528f71c88aa78986497da8adfd277020fcdc06b36d7,t,1
0a959a6e2dee13efd1d506b9df5afd77a0883b2e121b018c622c325fc74b679e,c3b6ffce0540418c714cb2a17ed0a9c597c16d45aa7d3ed81bb7514399b123a6,t,1
0ae5c654c32c28a608323e217ca6266b82d6c3e19f6eb027a0bbc13381cd7b43,64176364f95358702ec4ae39a41cd97df75999041f62c5a63e6f550f1c8eccf5,f,1
0af5218185d5c51afb15f5768ae728b8b479a418316d418cae469f9733ea4e90,9eaf74909ff9cd5d4815e6124096aad973852aa445c2ce019091f9426115be5d,f,1
0b0877dcd9204a408abbe6893a58cb44839114185849d62508e37e3183eb3390,ae33e8419c4aa9a17f81fad1d6a2a5b0900bd7434f3f4cd58bf6f7c7e09b8cc6,t,3
0b43490bd38d13d08a55bd35f4d3859720b747e20a93bf66cf9219bb88f7a0b0,8b48172e335611c0c7767cffcba47c930e7a3da1e7541f0e414bfc624cc7f1a5,t,1
0b6476886e567e2ff8e6c04223369f4c3d3380f74bd77a8156f4991210e1fd17,2a430203cb2f2d7c142a62500d958bfbb9a8eb4251fc030582ebecf3d4fb1572,f,1
0b6a82924b783964ecf4b96f8ba5b0916ff0302050b10d27901caa29475673fc,9adb8b806123dad1996ec295b7a0faf7853e232b9a3bac920c7643170ff0fa96,f,1
0b72f672b457682dcd16ea571ca7e09985201dc27d00d3397637083b3648a703,91e3fdfa72e6014288b341c812342dd58f33474cfb5a0c32aa467084d7c43e6d,t,1
0b8d1290f35c007f89d7fb301947b8c565884c64fca790d707104dd15f63a3cb,91e3fdfa72e6014288b341c812342dd58f33474cfb5a0c32aa467084d7c43e6d,f,2
0bf59cca26705891157eb6ea239d0f0c6641d990ab4e907e696992a159217da0,91e3fdfa72e6014288b341c812342dd58f33474cfb5a0c32aa467084d7c43e6d,f,1
0c17780e63329902f56c101b8231f4bdc09d7441429bacb1eb4a90699d8b3baf,f3d3414c8c036353d296d3e290b04525e4f3ed50f2dc53e55b1e7ed694c5fc8d,f,1
0c1a7b96306ed14caf9c2b7516d9504ba8a4800291227d1a4cccc606b6833d0d,0db27e81923c0ab228677d75e31554e9d2ccbd7f8a6ee7a909f880050f6e26f5,f,1
0c3ee0ad0b6d4db1240f0faa9cf6eef633d1c76ae002c67fe651e61e49e0b629,94d434f09b668980919efc541f3df7302a52f0db315ae2927b7252627bf22cc5,f,1
0cc40662d281edfd0b121301d5b9290c6cb6b350434e1f61498eeafc72fee372,17db8a27de6a2a1b3f3b30a18f7b9af2a8b194bc045479f4cc3ca8e4621292de,f,1
0cd65610063014f8130eb3e6cdaeca1a6c705d7244f60358a2187c4c8080ead6,783338d9b44835f3312b554def0dee2437cfc3c3328bfcd5f41ee860e62e8bfb,t,1
0cdedd0e4e20e4afb6abc086b32ab57f1821ecc3248e0f8bf88b2693d7a4a03c,8ec385b7b045fbe064420b511b4cc46a4a29e5b94d3a533f070003e5e1c55eb2,f,1
0d3c707126247e868f40adf3de3a0c1a2287657cf8c41f9cbb7b9def796be4a6,578de7690bf79f5d383ae28d9d00364fda41c77fa8ef2902c12a4aae43c3d443,t,1
0d515b25cbed66cbdf07d8def3fa9e3bdcdc147972370e754cf83026e8459b41,73af0546de8c4fca2093892101cc4affe1417ee4e191f62556f980de5c573402,f,1
0e332db4255857794ee2bf4911cee46ad5091958d4871f0c161200ccfefa6e61,078b90637cd4b8069234e528f71c88aa78986497da8adfd277020fcdc06b36d7,f,1
0eb49fb1c3fb3c3b31321b4ad98ec74e42d19b69ddf0dc09ef9a777965e35627,c7f5a585be243129da928dfe0d7daf61965a663787c2523823d74c7934aa4052,f,1
0ec1c1ce8d7977ebd6ee1cf222a604dbab3b8ab8c9ddfec269722c060c49f364,1b05a47fda2d7460663d6229954091e45725f0f7c4fb20cfaf81a8b514c07ffe,t,1
0f1830eec8f9acac74c159e62d61bb7269656371fd043cbc86bd7595d6f91c79,91e3fdfa72e6014288b341c812342dd58f33474cfb5a0c32aa467084d7c43e6d,f,1
0f40bd2dd5d8c10e7d4d94e14bc62abc606aa43b267a4f4d9f0ded8f31eb55e7,e0906f0308634f7bc0ed81724289edc1a763c3d7f267e9708a29e23a0ed8c5b1,f,2
0fa2464db8fff8cbbd6216a268619152a2b78586ebd09746012be748ab95c40d,a296517ef03586de5efef6481a3a4fce299462999d31167b5170afa5f6ed30d2,t,1
0fcde8c2b1f50e3006336ccb3055cb93cf69ee1a051c3569d8d4110b13020f75,ea08508526d92f023152eb25748d92d06e6e0d06f47cf088e11cf184e5d941ee,f,1
0ffbe8bec2ef97f3f56f9175d05aae59415ff3c4e963d0c41b2dd6c8e696120c,07558c3f11933bdce7a7dae77985331bacd7dd291f61122fa133cb33161df7ae,f,1
10a72f8dfb5401cbca3abee6e779bce87b35d0ca03f16ecad868e27304468dd2,51e6339692b3c18db057c430f95552067734474b8d309116b95d947a5e22ad36,t,1
10b47c20c28fb752c3d58639bb4916f70a93ca9074287939a5b5108237ff17d3,0db27e81923c0ab228677d75e31554e9d2ccbd7f8a6ee7a909f880050f6e26f5,t,4
10bc6bffb7df18ea972c160d73d26dac0fef225ec47405dfd80ea34f9d53d3d3,078b90637cd4b8069234e528f71c88aa78986497da8adfd277020fcdc06b36d7,f,1
115ab0bfc8d86ae56be93177597192e37cb790449ac5869625fb4389a96b3806,be94288fece2400f27cb7bb64e387a8115a37336253b5b7efa5d13a7e2d5801b,t,1
119288df5d960caea8a222e8b26c08c17963dea4cfe684c98aef580619aa9ebf,ab18f35298c4ddfc71b48eacb4c9c04105b735e081772578e9055e05789282ee,f,3
11a62c485ba685571cf971fad28509dc3bc85bd0b7132fa0b8a52a9d3dd1a8f4,8ebaeaabf04096a6e21d047326abefe67a319ae669bb5f0bbfcdca8298143bbc,f,3
122e602147e369e575689fd534fa435ddede80dc670de82c61076c6030431457,9ff14d7b2644e9cc7d9ad9f1e8d2703538d79f8048dcd849497dfd1019fef279,t,2
123144b196f589c0013cab6b1e0c64377b86ce0ea4a001b28080cf37d4b598e1,e95b64c140bd835dc2385e774b037806fb98bb30ba702fda99c1170492ebfe42,t,3
128ecbe518c070e71b443cbf7fd12bd0d8744d2b238ace7f8dc8dfb6555e8a51,be7c6a2a503bed7793df8696de3d2581b761ee5e7bf22eea1d3a6a543c69ccd0,f,2
12a4c0b5cc7a56d1a3e407c82a3e801258c49a186cfd683e86b4a0165a042105,b0f01fd0836b2aff2b499ccd019fdc766369edda3adc416fd0f1c6e1decc1980,f,1
13bc04fe7f344dc0470983ddb2d149aab135022a31ee6a5c090a3365ffa88874,b165459a02ad594f6b794a2615e7990674947a93831d8954fa9224bcacdb1200,f,1
13c1ddddee36a6cc7ff32a98164215e3f3f7492b659e941e08755258c3e351c0,12e00f8738fc0f209fa97cd9d722751ba50703252b57362904658ef3bf539998,f,1
13e840a1bb28b82a60d2cc701066a018b75f75dc3c8590a389fa4e38f0b720e1,e9a33b1d67e0e9b557af1f2096c969c6f359ba3a9d71542e313dbd29e191b410,t,1
13fbf6bc3ac50bbcbc4ed98a4481f4c0225c75054118959697f0aba75ecd6f9b,9839c4e9883f71485ccdaaf73620f6f8bad9568a32623d0ed188c3d1c0e32214,f,3
1430fa6c30559ed49765eea8072162052fcca31d84a8185279ba14d07e6f2e2a,763b31e24d1250f54112cffa514a654a55729c24ef878f74976a0f4a67285291,t,5
14805d74ed4a49d9308c2b956006ebd9368deb4a69337b3167dca3169da400ab,390e0bc9f685d0e0d74651dd016f3b64d55a8b563b4c744deb72760e1e5e4ac9,t,2
148bc50689453bda43b54587c08f544728f41ec804d0051221155e7e073010e7,b1ccbd1fe7b8f5f4c8328cb13576cfbbadbcc3eeb13e7d478701d1fb874df321,f,2
1494ae1c40e4a4fd768ae541bacd14c3bd00f8d7f4aa35002a7f7d897f4bce16,9151d08aa981cea27520e2e82758f0bbe1ea8a39ce4c09bb2b7acf1168094870,f,1
153a29fbbeb3464a58cda7475b00a8b107567211012a323c3e2dede203760194,5dfc521adaa4f8c1df50a401cb782a9a91e2e13a0b525a0a1021da9bb53834e8,t,1
1596f42dc5994fe757a246d82d183a0b427d8b9d07476d198092fdc6c7adddf9,db4a907813c5109a00789074bf3b2315f0380af99a5bed81e92b94664667c725,f,3
159ac7939a1b7c1a23f88e453f3f84a6106b4af7eb3aa464461466fa4aca48d7,53a4e8ec8981c5ac5cb4f8b63a318329d3e6211c82bcaa905bd0776d45468b2e,t,1
1615629582614b6a4a3952cf0b8b26f33c2e7251a70d68fca0bd8d4fd99dc9eb,028876094ba1c7f61a3cc0a1b75d235875ed127bad4bd57d1f54bd1dde0c7c3e,t,2
1620069a533aa8ef0c6a6607dfede960d40efe757104ffcd8c58a2d2ecaafc8a,5ecec5715babf9a738a8d4c0e096a62d18c27b7d8940ecec34af9657142dc2f0,f,1
163d35a8affa3ca000b10e8f99b192d2eabed80e83be89afc953bb80d89362de,f3d3414c8c036353d296d3e290b04525e4f3ed50f2dc53e55b1e7ed694c5fc8d,f,2
165468982f4a8874ab0261d3ba86c7276c03025233df07bc76d08d4ade588307,2a430203cb2f2d7c142a62500d958bfbb9a8eb4251fc030582ebecf3d4fb1572,t,3
1662db8203d55d6a388d904722969a141b0c2912f87f884ffedded83bf737226,8ebaeaabf04096a6e21d047326abefe67a319ae669bb5f0bbfcdca8298143bbc,f,2
